Transaction Frequency,Transaction Volume (ETH),Largest Transaction (ETH),Average Transaction Value (ETH),Liquidation Event Count,Average Health Factor,Collateral Utilization,Total Outstanding Debt (USD),Average Debt Size (USD),Debt-to-Asset Ratio,Repayment Activity Proxy,Earnings Efficiency,Protocol Diversity,Lending Protocol Count,Liquidity Provision Count,Token Swap Count,Wallet Age (Days),DeFi Engagement Duration (Days),Cluster,FICO Range,Credit Score
27.0,60.5171,12.9471,1.1207,1e-06,1.5407,0.5275,46854.88,11713.72,178.4812,9.0,-0.0251,1.0,1.0,1e-06,6.0,79.0,79.0,1,Poor (300-579),513
73.0,0.0621,0.0621,0.0009,1e-06,999999.0,1e-06,0.0,0.0,1e-06,1e-06,0.0401,2.0,1e-06,1e-06,1.0,35.0,15.0,0,Exceptional (800-850),810
0.72,0.0005,0.0003,1e-06,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1e-06,1e-06,1e-06,1e-06,547.0,1e-06,2,Very Good (740-799),774
0.66,15.2975,4.0,0.4134,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1e-06,1e-06,1e-06,1e-06,1697.0,1697.0,4,Good (670-739),686
36.43,507.052,43.0,0.9942,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1e-06,1e-06,1e-06,1e-06,427.0,423.0,3,Fair (580-669),638
0.47,76.0655,32.6679,1.7288,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1e-06,1e-06,1e-06,1e-06,2823.0,1311.0,4,Good (670-739),670
1.53,4.7055,1.4033,0.056,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1e-06,1e-06,1e-06,1e-06,1669.0,1669.0,4,Good (670-739),686
247.91,324.1362,9.5,0.1189,1e-06,1.0858,0.7201,372036.63,186018.315,372036.63,1e-06,-0.0486,1.0,1.0,1e-06,1e-06,343.0,1e-06,1,Poor (300-579),345
5.74,2.4321,0.5,0.0112,1e-06,999999.0,1e-06,0.0,0.0,1e-06,4.0,0.0,2.0,1e-06,1e-06,3.0,1171.0,1171.0,0,Exceptional (800-850),823
2.55,14.881,2.9978,0.0679,1e-06,999999.0,1e-06,0.0,0.0,1e-06,1e-06,0.0428,2.0,1e-06,1e-06,1e-06,2606.0,1347.0,0,Exceptional (800-850),803
0.6,0.3398,0.0612,0.0227,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1e-06,1e-06,1e-06,1e-06,769.0,769.0,4,Good (670-739),728
98.0,258.2569,21.9599,0.1647,1e-06,1.2019,0.5986,608775.59,152193.8975,836.8279,160.0,-0.0409,1.0,1.0,1e-06,1.0,492.0,491.0,1,Poor (300-579),342
457.38,62.6242,7.733,0.0171,1e-06,999999.0,1e-06,0.0,0.0,1e-06,1e-06,0.0174,1.0,1e-06,1e-06,3.0,248.0,244.0,0,Exceptional (800-850),830
7.0,287.5424,47.0,0.7469,1e-06,2.514,0.3097,86930.78,43465.39,62.0903,6.0,-0.0221,1.0,1.0,1e-06,3.0,1666.0,1664.0,1,Poor (300-579),571
3.92,95.4694,22.0,0.6081,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1e-06,1e-06,1e-06,1e-06,1230.0,1230.0,4,Good (670-739),736
6.17,12.4474,3.043,0.3364,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1.0,1e-06,1e-06,1e-06,181.0,181.0,4,Good (670-739),689
10.17,0.014,0.01,0.0002,1e-06,1.4089,0.5173,10060.35,3353.4500000000003,44.4873,4.0,-0.0368,1.0,1.0,1e-06,2.0,172.0,149.0,1,Poor (300-579),414
276.5,3127.3198,900.246,1.8851,1e-06,999999.0,1e-06,0.0,0.0,1e-06,96.0,0.0,3.0,1e-06,1e-06,181.0,191.0,191.0,0,Exceptional (800-850),848
9.29,3.5807,1.969,0.0275,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,3.0,1e-06,1e-06,2.0,417.0,368.0,3,Fair (580-669),590
3.03,334.5109,68.0468,1.8688,1e-06,999999.0,0.6154,35825.2,5117.885714285714,126.154,15.0,-0.0107,3.0,1.0,1e-06,13.0,1791.0,1037.0,1,Poor (300-579),577
10.46,2381.9204,315.0,5.838,1e-06,999999.0,1e-06,0.0,0.0,1e-06,15.0,0.0,2.0,1e-06,1e-06,2.0,1185.0,1165.0,0,Exceptional (800-850),847
49.81,446.1519,5.2,0.3317,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,3.0,1e-06,1e-06,17.0,816.0,816.0,3,Fair (580-669),627
1.15,0.7742,0.08,0.0168,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1e-06,1e-06,1e-06,1e-06,1224.0,1193.0,4,Good (670-739),723
63.0,1280.9489,195.881,2.0333,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1.0,1e-06,1e-06,1e-06,312.0,312.0,3,Fair (580-669),650
28.1,4.0888,0.1,0.0021,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1e-06,1e-06,1e-06,1e-06,2065.0,1005.0,4,Good (670-739),678
11.54,415.9499,50.7,0.3961,1e-06,1.5351,0.5072,52067.72,26033.86,0.6962,36.0,-0.0353,1.0,1.0,1e-06,1e-06,2775.0,1815.0,1,Poor (300-579),525
0.57,0.4367,0.2027,0.0168,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1e-06,1e-06,1e-06,1e-06,1419.0,1385.0,4,Good (670-739),710
5.68,2.0352,0.304,0.0143,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1e-06,1e-06,1e-06,1e-06,780.0,743.0,4,Good (670-739),729
2.55,2.9546,0.738,0.0305,1e-06,1.5463,0.5358,6379.45,2126.483333333333,4.3158,5.0,-0.0195,1.0,1.0,1e-06,1.0,1165.0,556.0,1,Poor (300-579),403
2.89,208.21,59.3718,4.004,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1.0,1e-06,1e-06,1e-06,559.0,559.0,3,Fair (580-669),619
21.0,1.3063,0.4555,0.0622,1e-06,1.3353,1e-06,28053.49,28053.49,12.6514,3.0,0.0,1.0,1.0,1e-06,1.0,10.0,10.0,1,Poor (300-579),464
2.67,17.0179,6.1,0.1384,1e-06,999999.0,1e-06,0.0,0.0,1e-06,1e-06,0.0442,1.0,1e-06,1e-06,2.0,1394.0,1393.0,0,Exceptional (800-850),822
14.94,44.1654,11.03,0.1739,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,2.0,1e-06,1e-06,2.0,525.0,524.0,3,Fair (580-669),604
15.31,1509.7723,310.0,7.5868,1e-06,1.4751,0.5421,537758.37,67219.79625,194.3127,6.0,-0.0136,4.0,1.0,1e-06,16.0,384.0,328.0,1,Poor (300-579),346
1.51,32.8191,15.3941,0.2854,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1e-06,1e-06,1e-06,1e-06,2312.0,104.0,4,Good (670-739),677
10.87,6.4135,0.3502,0.0257,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1.0,1e-06,1e-06,1e-06,693.0,673.0,4,Good (670-739),727
1.08,12.6393,3.0,0.1345,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1e-06,1e-06,1e-06,1e-06,2648.0,1404.0,4,Good (670-739),673
4.19,392.2515,85.0,3.5986,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1.0,1e-06,1e-06,1e-06,803.0,15.0,3,Fair (580-669),626
1.03,0.8299,0.42,0.0231,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1e-06,1e-06,1e-06,1e-06,1064.0,489.0,4,Good (670-739),728
13.0,0.0766,0.0175,0.0059,1e-06,1.0471,0.7913,4.26,2.13,0.6871,1.0,-0.0376,1.0,1.0,1e-06,1e-06,24.0,9.0,2,Very Good (740-799),792
3.0,0.1606,0.1426,0.0268,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1e-06,1e-06,1e-06,1e-06,71.0,71.0,2,Very Good (740-799),759
4.0,0.7434,0.298,0.0266,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1e-06,1e-06,1e-06,1e-06,230.0,230.0,4,Good (670-739),692
5.25,75.6794,8.0,0.3003,1e-06,1.0,1e-06,0.0,0.0,1e-06,4.0,0.0,1.0,1e-06,1e-06,1e-06,1459.0,1334.0,3,Fair (580-669),607
31.5,68.289,9.0,0.271,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,3.0,1e-06,2.0,21.0,239.0,223.0,3,Fair (580-669),608
33.5,94.8801,20.9648,0.354,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1e-06,1e-06,1e-06,1e-06,249.0,206.0,4,Good (670-739),711
14.14,236.3293,24.0,0.5764,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1e-06,1e-06,1e-06,1e-06,900.0,939.0,4,Good (670-739),738
165.67,7.978,3.1901,0.008,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1e-06,1e-06,1e-06,1e-06,197.0,103.0,2,Very Good (740-799),783
88.0,511.822,251.0,5.8162,1e-06,1.6864,0.4631,9534749.98,1906949.996,27.6278,8.0,-0.0313,1.0,1.0,1e-06,1e-06,13.0,13.0,1,Poor (300-579),302
14.64,0.5525,0.3042,0.0034,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1e-06,1e-06,1e-06,1e-06,325.0,325.0,4,Good (670-739),701
8.0,0.005,0.005,0.0006,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1e-06,1e-06,1e-06,1e-06,12.0,10.0,2,Very Good (740-799),740
18.41,22627.9439,4017.0,72.2938,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1.0,1e-06,1e-06,16.0,515.0,514.0,3,Fair (580-669),665
4.46,0.068,0.06,0.0012,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1e-06,1e-06,1e-06,1e-06,413.0,332.0,4,Good (670-739),710
18.0,0.033,0.02,0.0018,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1e-06,1e-06,1e-06,1e-06,17.0,17.0,2,Very Good (740-799),743
15.28,34780.631,5270.1486,42.1583,1e-06,999999.0,1e-06,0.0,0.0,1e-06,1e-06,0.0201,1.0,1e-06,1e-06,1e-06,1652.0,1616.0,0,Exceptional (800-850),801
2.49,57.2107,52.0,0.5108,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1e-06,1e-06,1e-06,1e-06,1366.0,1340.0,4,Good (670-739),724
0.73,0.0276,0.0276,0.0035,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1e-06,1e-06,1e-06,1e-06,341.0,1e-06,2,Very Good (740-799),771
6.39,0.1078,0.03,0.0009,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1e-06,1e-06,1e-06,1e-06,559.0,559.0,4,Good (670-739),719
2.5,0.0093,0.0093,0.0019,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1e-06,1e-06,1e-06,1e-06,68.0,35.0,2,Very Good (740-799),751
2.0,0.1468,0.1267,0.0245,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1e-06,1e-06,1e-06,1e-06,94.0,92.0,2,Very Good (740-799),760
2.8,0.0966,0.0401,0.0069,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1e-06,1e-06,1e-06,1e-06,148.0,1e-06,2,Very Good (740-799),763
9.95,384.3976,41.7,0.8776,1e-06,1.3481,1e-06,199829.1,39965.82,218.2517,66.0,0.0,2.0,1.0,1e-06,3.0,1358.0,1326.0,1,Poor (300-579),372
3.67,13.2858,0.999,0.0393,1e-06,999999.0,1e-06,0.0,0.0,1e-06,1.0,0.0152,5.0,1e-06,1.0,2.0,2800.0,1115.0,0,Exceptional (800-850),803
9.48,1615.0172,427.8,6.3087,1e-06,5.1519,0.1545,300208.57,75052.1425,67.1415,5.0,-0.0094,2.0,1.0,1e-06,1e-06,814.0,716.0,1,Poor (300-579),362
0.15,0.2352,0.235,0.047,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1.0,1e-06,1e-06,1e-06,995.0,58.0,4,Good (670-739),730
8.44,57.525,2.92,0.142,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1e-06,1e-06,1e-06,1e-06,1472.0,1413.0,4,Good (670-739),716
59.0,3.1622,1.4971,0.0049,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1e-06,1e-06,1e-06,1e-06,346.0,211.0,4,Good (670-739),704
5.62,100.0102,100.0,2.2224,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1e-06,1e-06,1e-06,1e-06,234.0,220.0,4,Good (670-739),710
59.0,0.1565,0.047,0.0027,1e-06,12.2255,0.063,0.02,0.0066666666666666,0.02,5.0,0.045,1.0,1.0,1e-06,7.0,24.0,8.0,2,Very Good (740-799),783
0.71,1.3877,0.5012,0.0396,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1e-06,1e-06,1e-06,1e-06,1480.0,1480.0,4,Good (670-739),704
3.79,0.8472,0.15,0.0118,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1e-06,1e-06,1e-06,1e-06,595.0,507.0,4,Good (670-739),721
9.0,0.0269,0.0259,0.003,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1e-06,1e-06,1e-06,1e-06,8.0,8.0,2,Very Good (740-799),742
59.81,581.7577,53.0,0.6079,1e-06,2.2386,0.3481,847330.38,105916.2975,168.0064,78.0,-0.0242,3.0,1.0,1e-06,14.0,496.0,496.0,1,Poor (300-579),336
46.74,219.6467,5.38,0.2473,1e-06,1.6898,0.4613,49990.75,24995.375,253.3358,1e-06,-0.0335,1.0,1.0,1e-06,31.0,582.0,560.0,1,Poor (300-579),521
17.73,448.6601,100.0,2.3008,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1.0,1e-06,1e-06,1e-06,327.0,326.0,3,Fair (580-669),628
0.23,0.0711,0.0501,0.0065,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1e-06,1e-06,1e-06,1e-06,1427.0,1427.0,4,Good (670-739),710
2.0,0.0232,0.0232,0.0058,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1.0,1e-06,1e-06,1e-06,65.0,59.0,2,Very Good (740-799),752
10.81,29.4223,2.5,0.0648,1e-06,1.0642,0.7787,1989.51,994.755,37.5238,98.0,-0.0356,1.0,1.0,1e-06,26.0,1291.0,609.0,1,Poor (300-579),397
10.0,1.5476,0.25,0.0111,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1e-06,1e-06,1e-06,1e-06,420.0,420.0,4,Good (670-739),711
94.09,6977.585,391.5375,1.6854,1e-06,1.0321,0.7824,0.66,0.22,0.0002,78.0,-0.0516,2.0,1.0,1e-06,41.0,1352.0,1346.0,3,Fair (580-669),662
127.07,2980.3535,300.0,1.5637,1e-06,999999.0,1e-06,0.0,0.0,1e-06,383.0,0.0,3.0,1e-06,1e-06,13.0,450.0,450.0,0,Exceptional (800-850),848
7.0,14.1576,10.0,0.2889,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1e-06,1e-06,1e-06,1e-06,204.0,37.0,2,Very Good (740-799),786
2.27,23.1629,7.2622,0.2125,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1.0,1e-06,1e-06,4.0,1477.0,63.0,4,Good (670-739),710
23.29,209.8478,35.3421,1.2874,1e-06,999999.0,1e-06,0.0,0.0,1e-06,13.0,0.0442,2.0,1e-06,1e-06,18.0,203.0,203.0,0,Exceptional (800-850),837
2.95,712.8549,149.0,5.7488,1e-06,2.6785,0.3038,189194.02,47298.505,119.631,15.0,-0.0085,1.0,1.0,1e-06,1e-06,1270.0,246.0,1,Poor (300-579),395
30.2,314341.1232,5720.0,260.2162,1e-06,1.0,1e-06,0.0,0.0,1e-06,40.0,0.0,1.0,1e-06,1e-06,10.0,1207.0,1162.0,3,Fair (580-669),580
1.78,7.9623,1.8,0.0758,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1.0,1e-06,1e-06,1e-06,1792.0,710.0,4,Good (670-739),682
12.33,2.2935,1.109,0.031,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,2.0,1e-06,1e-06,3.0,180.0,151.0,3,Fair (580-669),588
0.49,1.8773,0.3093,0.0469,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1e-06,1e-06,1e-06,1e-06,2499.0,1374.0,4,Good (670-739),675
7.1,0.1779,0.07,0.0025,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1.0,1e-06,1e-06,2.0,311.0,224.0,4,Good (670-739),700
2.86,1.3691,1.2192,0.0685,1e-06,3.0366,0.233,4125.25,2062.625,19.7711,1.0,-0.0158,1.0,1.0,1e-06,1e-06,214.0,116.0,1,Poor (300-579),389
0.88,4.0168,0.8635,0.0693,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1e-06,1e-06,1e-06,1e-06,2001.0,1350.0,4,Good (670-739),679
40.4,689.3186,40.578,0.2081,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,4.0,1e-06,1.0,10.0,2505.0,2461.0,3,Fair (580-669),641
1.82,0.4637,0.0673,0.005,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1e-06,1e-06,1e-06,1e-06,1564.0,1564.0,4,Good (670-739),696
2.0,0.4181,0.2127,0.0149,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1e-06,1e-06,1e-06,1e-06,444.0,269.0,4,Good (670-739),713
10.76,119.6846,28.42,0.5296,1e-06,1.6315,0.5005,64444.1,16111.025,2.6666,6.0,-0.0295,2.0,1.0,1e-06,1.0,649.0,649.0,1,Poor (300-579),544
17.61,801.8063,44.0,1.0346,1e-06,1.1619,0.6091,566652.65,283326.325,31.5238,83.0,-0.0152,1.0,1.0,1e-06,414.0,1349.0,1348.0,1,Poor (300-579),342
203.73,93312.283,8000.0,30.5341,1e-06,1.1558,0.7983,5212.92,651.615,0.0031,207.0,-0.0545,5.0,1.0,1e-06,141.0,453.0,435.0,1,Poor (300-579),369
12.0,17.8745,3.0569,0.0784,1e-06,1.0,1e-06,0.0,0.0,1e-06,2.0,0.0,1.0,1e-06,1e-06,34.0,589.0,532.0,3,Fair (580-669),597
1.97,118.1574,24.0,0.8093,1e-06,999999.0,1e-06,0.0,0.0,1e-06,1e-06,0.0392,1.0,1e-06,1e-06,1e-06,2253.0,1979.0,0,Exceptional (800-850),804
13.48,79.4513,7.6,0.2183,1e-06,4.1346,0.1936,811.13,115.87571428571428,0.6861,5.0,-0.0094,6.0,1.0,1e-06,5.0,838.0,838.0,1,Poor (300-579),376
7.43,1.2592,0.1277,0.0242,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1e-06,1e-06,1e-06,1e-06,230.0,229.0,4,Good (670-739),692
0.34,2.2149,1.0697,0.0886,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1e-06,1e-06,1e-06,1e-06,2247.0,1534.0,4,Good (670-739),677
7.86,111.6119,58.0,0.3944,1e-06,999999.0,1e-06,0.0,0.0,1e-06,1e-06,0.0552,2.0,1e-06,1e-06,1e-06,1100.0,713.0,0,Exceptional (800-850),836
36.0,1305.2877,597.0,12.086,1e-06,2.6647,0.2948,4316588.17,863317.634,1235.6763,6.0,-0.0185,1.0,1.0,1e-06,1e-06,94.0,16.0,1,Poor (300-579),306
1.2,0.234,0.098,0.0049,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1e-06,1e-06,1e-06,1e-06,1224.0,549.0,4,Good (670-739),722
7.3,3.9773,2.01,0.0202,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,4.0,1e-06,1e-06,3.0,838.0,825.0,3,Fair (580-669),588
2.65,50.445,5.867,0.2213,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1e-06,1e-06,1e-06,1e-06,2620.0,1653.0,4,Good (670-739),674
1.95,7.2902,1.0723,0.1869,1e-06,999999.0,0.3727,3543.33,506.19,36.2897,3.0,-0.0077,3.0,1.0,1e-06,2.0,607.0,29.0,0,Exceptional (800-850),849
5.76,468.8526,68.0,1.4038,1e-06,999999.0,1e-06,0.0,0.0,1e-06,3.0,0.0388,1.0,1e-06,1e-06,5.0,1756.0,1753.0,0,Exceptional (800-850),841
9.45,3.5418,0.3301,0.0129,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1e-06,1e-06,1e-06,1e-06,887.0,848.0,4,Good (670-739),733
0.61,1.3109,1.0073,0.0226,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1e-06,1e-06,1e-06,1e-06,2886.0,1502.0,4,Good (670-739),670
15.8,0.0687,0.0422,0.0004,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1.0,1e-06,1e-06,23.0,314.0,314.0,4,Good (670-739),701
31.0,216196.0909,18390.0,80.1617,1e-06,999999.0,1e-06,0.0,0.0,1e-06,1e-06,0.0427,2.0,1e-06,1e-06,1.0,2649.0,2630.0,0,Exceptional (800-850),800
27.68,268.4469,32.0,0.1701,1e-06,1.0,1e-06,0.0,0.0,1e-06,4.0,0.0,2.0,1e-06,1e-06,3.0,1732.0,1716.0,3,Fair (580-669),621
2.64,0.4028,0.1657,0.0139,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1e-06,1e-06,1e-06,1e-06,327.0,47.0,2,Very Good (740-799),776
21.0,0.0129,0.0095,0.0006,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1e-06,1e-06,1e-06,1e-06,10.0,9.0,2,Very Good (740-799),742
14.22,37.7838,3.182,0.1476,1e-06,1.0,1e-06,0.0,0.0,1e-06,2.0,0.0,1.0,1e-06,1e-06,4.0,546.0,542.0,3,Fair (580-669),602
224.69,253277.0981,9496.0725,86.709,1e-06,1.0864,13.3019,99887018.35,9080638.03181818,45785.0793,519.0,-0.936,5.0,1.0,1e-06,84.0,390.0,390.0,1,Poor (300-579),300
2.65,5.1807,1.1811,0.0384,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1.0,1e-06,1e-06,1e-06,1542.0,1487.0,4,Good (670-739),699
46.98,301.4097,20.1332,0.1337,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,4.0,1e-06,1e-06,11.0,1471.0,1452.0,3,Fair (580-669),622
2.46,9.2235,1.0,0.0816,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1e-06,1e-06,1e-06,1e-06,1393.0,1393.0,4,Good (670-739),714
1.37,15.4307,7.6249,0.1978,1e-06,999999.0,1e-06,0.0,0.0,1e-06,1e-06,0.0006,1.0,1e-06,1e-06,8.0,1735.0,1672.0,0,Exceptional (800-850),804
22.09,354.3926,59.0,1.4584,1e-06,2.8354,0.2769,663461.43,132692.28600000002,53.1944,27.0,-0.0136,1.0,1.0,1e-06,1e-06,329.0,328.0,1,Poor (300-579),339
2.38,6.2133,3.0,0.1243,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1e-06,1e-06,1e-06,1e-06,652.0,422.0,4,Good (670-739),725
4.06,40.6581,10.0079,0.1964,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,2.0,1e-06,1e-06,3.0,1558.0,372.0,3,Fair (580-669),597
1.0,0.4235,0.2235,0.0282,1e-06,1.0,1e-06,0.0,0.0,1e-06,1.0,0.0,2.0,1e-06,1e-06,1e-06,472.0,472.0,4,Good (670-739),715
1.82,14.298,6.0,0.143,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1e-06,1e-06,1e-06,1e-06,1690.0,675.0,4,Good (670-739),686
8.58,162.5453,149.3047,0.7289,1e-06,1.9241,0.4299,9875.3,3291.7666666666664,0.3381,23.0,-0.0137,1.0,1.0,1e-06,3.0,806.0,803.0,1,Poor (300-579),411
33.8,985.591,100.0,5.8319,1e-06,1.4806,0.5585,745294.1,186323.525,2337.9575,35.0,-0.0205,1.0,1.0,1e-06,1e-06,146.0,146.0,1,Poor (300-579),337
2.0,1.1942,0.445,0.0111,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1e-06,1e-06,1e-06,1e-06,1643.0,1640.0,4,Good (670-739),688
2.06,10.748,1.3729,0.1628,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1e-06,1e-06,1e-06,1e-06,971.0,706.0,4,Good (670-739),734
6.32,216.3218,80.0,0.8352,1e-06,1.0,1e-06,0.0,0.0,1e-06,34.0,0.0,1.0,1e-06,1e-06,1e-06,1259.0,1248.0,3,Fair (580-669),619
220.8,19942.0336,500.0,18.0634,1e-06,1.4792,0.5594,3416452.69,683290.538,7067.2556,166.0,0.0004,1.0,1.0,1e-06,1e-06,166.0,166.0,1,Poor (300-579),309
3.64,0.7404,0.137,0.0145,1e-06,1.433,0.5787,1.0,0.5,1.0,1.0,-0.0228,1.0,1.0,1e-06,6.0,434.0,393.0,4,Good (670-739),736
12.25,266.9363,20.0999,0.4952,1e-06,10.2381,0.0202,2881.26,720.315,0.54,12.0,0.0113,2.0,1.0,1e-06,48.0,1351.0,1219.0,1,Poor (300-579),377
16.25,8.022,1.1991,0.1234,1e-06,2.059,0.3983,4169.03,833.8059999999999,19.3728,6.0,-0.0128,3.0,1.0,1e-06,3.0,114.0,114.0,1,Poor (300-579),392
1.11,8.6087,4.2891,0.4304,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1e-06,1e-06,1e-06,1e-06,541.0,1e-06,2,Very Good (740-799),783
0.37,2.5954,1.2,0.0895,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1e-06,1e-06,1e-06,1e-06,2416.0,1787.0,4,Good (670-739),676
7.0,3.1108,1.4996,0.0741,1e-06,999999.0,1e-06,0.0,0.0,1e-06,1e-06,0.0442,1.0,1e-06,1e-06,1e-06,191.0,9.0,0,Exceptional (800-850),817
52.74,3349.1549,207.1989,1.176,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1e-06,1e-06,1e-06,1e-06,1632.0,1632.0,3,Fair (580-669),658
15.4,2676.1692,320.0,5.7926,1e-06,1.3461,0.5771,1444589.51,722294.755,121.9965,10.0,-0.0392,1.0,1.0,1e-06,45.0,928.0,874.0,1,Poor (300-579),322
7.53,961.497,68.0,1.9346,1e-06,1.0,1e-06,0.0,0.0,1e-06,5.0,0.0,2.0,1e-06,1e-06,1e-06,2014.0,1244.0,3,Fair (580-669),646
1.5,27.9582,7.1612,0.466,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1e-06,1e-06,1e-06,1e-06,1223.0,997.0,4,Good (670-739),727
4.0,0.0038,0.0038,0.001,1e-06,999999.0,1e-06,0.0,0.0,1e-06,1e-06,0.0442,1.0,1e-06,1e-06,1e-06,8.0,8.0,0,Exceptional (800-850),807
