Transaction Frequency,Transaction Volume (ETH),Largest Transaction (ETH),Average Transaction Value (ETH),Liquidation Event Count,Average Health Factor,Collateral Utilization,Total Outstanding Debt (USD),Average Debt Size (USD),Debt-to-Asset Ratio,Repayment Activity Proxy,Earnings Efficiency,Protocol Diversity,Lending Protocol Count,Liquidity Provision Count,Token Swap Count,Wallet Age (Days),DeFi Engagement Duration (Days),Cluster,FICO Range,Credit Score
23.64,1007.335,300.0985,1.7045,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1.0,1e-06,1e-06,6.0,774.0,448.0,3,Fair (580-669),647
15.25,501.5141,159.24,4.1108,1e-06,1.9381,0.4274,197573.98,39514.796,233.5114,3.0,-0.0107,3.0,1.0,1e-06,1e-06,233.0,56.0,1,Poor (300-579),375
1.44,0.516,0.1593,0.0072,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,2.0,1e-06,1.0,2.0,1524.0,1520.0,4,Good (670-739),700
23.52,16495.2699,770.0,17.5295,1e-06,2.665,0.3073,2128490.68,709496.8933333334,8011.7841,56.0,-0.0057,1.0,1.0,1e-06,11.0,1233.0,1203.0,1,Poor (300-579),317
2.58,5.6119,1.0032,0.0838,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1e-06,1e-06,1e-06,1e-06,797.0,454.0,4,Good (670-739),731
14.64,72.925,10.0,0.453,1e-06,1.4511,0.5356,13211.9,2642.38,4.9639,7.0,-0.0084,1.0,1.0,1e-06,5.0,340.0,195.0,1,Poor (300-579),422
1.0,0.421,0.1726,0.0383,1e-06,1.4602,0.5672,200.23,100.115,0.9718,1.0,-0.0225,1.0,1.0,1e-06,1e-06,334.0,7.0,2,Very Good (740-799),794
1.54,0.2738,0.0441,0.0034,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1e-06,1e-06,1e-06,1e-06,1586.0,1586.0,4,Good (670-739),694
1.69,3.1434,2.6399,0.0476,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1e-06,1e-06,1e-06,1e-06,1183.0,1183.0,4,Good (670-739),725
12.1,45.2889,5.5784,0.0779,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1.0,1e-06,1e-06,7.0,1467.0,1414.0,3,Fair (580-669),600
40.44,195.8182,16.5,0.1126,1e-06,999999.0,0.5601,3456.35,384.0388888888889,1.5571,1e-06,-0.0389,4.0,1.0,1e-06,7.0,1309.0,1217.0,0,Exceptional (800-850),849
169.0,12.0785,3.0938,0.0715,1e-06,1.055,0.7383,35253.73,17626.865,875.2167,29.0,-0.0525,1.0,1.0,1e-06,16.0,31.0,31.0,1,Poor (300-579),500
1.0,5.9748,0.9807,0.0664,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1e-06,1e-06,1e-06,1e-06,2727.0,1492.0,4,Good (670-739),671
41.28,156.4154,19.5906,0.1184,1e-06,1.0,1e-06,0.0,0.0,1e-06,2.0,0.0,4.0,1e-06,1.0,36.0,985.0,977.0,3,Fair (580-669),616
7.81,33.2843,1.89,0.203,1e-06,1.8041,0.4595,3671.34,1835.67,26.1659,1.0,-0.0132,1.0,1.0,1e-06,8.0,654.0,465.0,1,Poor (300-579),393
1.86,0.2256,0.1734,0.0035,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1e-06,1e-06,1e-06,1e-06,1060.0,1005.0,4,Good (670-739),728
0.6,4.0031,0.9316,0.1291,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1e-06,1e-06,1e-06,1e-06,1577.0,1576.0,4,Good (670-739),695
0.74,0.4145,0.0994,0.0112,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1e-06,1e-06,1e-06,1e-06,1526.0,1526.0,4,Good (670-739),700
1.57,1.1357,0.1096,0.0137,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1e-06,1e-06,1e-06,1e-06,1609.0,1538.0,4,Good (670-739),692
13.68,513.4884,40.0,1.1043,1e-06,1.0,1e-06,0.0,0.0,1e-06,3.0,0.0,2.0,1e-06,1.0,1e-06,1024.0,833.0,3,Fair (580-669),638
2.85,25.5392,4.0,0.1864,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1e-06,1e-06,1e-06,1e-06,1463.0,1463.0,4,Good (670-739),711
14.91,128.0746,7.95,0.3734,1e-06,1.1978,0.6591,30295.36,6059.072,351.8625,34.0,-0.0414,1.0,1.0,1e-06,5.0,693.0,678.0,1,Poor (300-579),479
1.13,17.4382,3.9615,0.2004,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1e-06,1e-06,1e-06,1e-06,2353.0,1546.0,4,Good (670-739),676
9.62,157.7199,24.475,1.0242,1e-06,2.5151,0.3105,9573.73,2393.4325,0.1479,1.0,0.0343,3.0,1.0,1.0,1e-06,504.0,460.0,1,Poor (300-579),407
1.47,0.3017,0.2119,0.0024,1e-06,2.7931,1e-06,1207239.17,1207239.17,829.6948,4.0,0.0,1.0,1.0,1e-06,4.0,2651.0,230.0,1,Poor (300-579),320
12.54,12.6082,0.7306,0.0359,1e-06,1.0,1e-06,0.0,0.0,1e-06,2.0,0.0,1.0,1e-06,1e-06,1.0,840.0,795.0,4,Good (670-739),734
1.23,2.9521,0.6931,0.0509,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1e-06,1e-06,1e-06,1e-06,1442.0,1201.0,4,Good (670-739),709
34.65,596.1868,30.0,0.5061,1e-06,1.0,1e-06,0.0,0.0,1e-06,1.0,0.0,1.0,1e-06,1e-06,21.0,1040.0,1031.0,3,Fair (580-669),640
25.88,461.5701,43.8022,0.5575,1e-06,999999.0,1e-06,0.0,0.0,1e-06,1e-06,0.0422,2.0,1e-06,1e-06,1e-06,985.0,1e-06,0,Exceptional (800-850),842
2.14,25.0519,8.1839,0.2665,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1e-06,1e-06,1e-06,1e-06,1342.0,1e-06,2,Very Good (740-799),787
0.99,3.7659,0.5715,0.0433,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1e-06,1e-06,1e-06,1e-06,2667.0,1606.0,4,Good (670-739),672
0.47,0.01,0.01,0.0014,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1.0,1e-06,1e-06,1e-06,455.0,1e-06,2,Very Good (740-799),773
5.46,5.9801,4.9801,0.0842,1e-06,999999.0,1e-06,0.0,0.0,1e-06,1e-06,0.0388,2.0,1e-06,1e-06,1e-06,395.0,66.0,0,Exceptional (800-850),823
0.83,27.3977,5.0,0.3605,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1e-06,1e-06,1e-06,1e-06,2804.0,1659.0,4,Good (670-739),670
25.0,75.7893,18.2,1.5158,1e-06,1.9905,0.4176,27059.44,13529.72,101.8421,1e-06,-0.0118,1.0,1.0,1e-06,3.0,55.0,1e-06,1,Poor (300-579),468
0.71,0.0014,0.0014,0.0003,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1e-06,1e-06,1e-06,1e-06,227.0,1e-06,2,Very Good (740-799),766
2.17,0.1149,0.04,0.0088,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1e-06,1e-06,1e-06,1e-06,171.0,1e-06,2,Very Good (740-799),766
64.56,3715.8483,315.0,1.199,1e-06,1.0,1e-06,0.0,0.0,1e-06,24.0,0.0,2.0,1e-06,1e-06,173.0,1458.0,1407.0,3,Fair (580-669),659
3.4,0.0542,0.0542,0.0032,1e-06,3.0847,0.2301,1001.3,250.325,0.1118,1.0,-0.0163,2.0,1.0,1e-06,2.0,148.0,6.0,2,Very Good (740-799),796
7.43,18.6202,3.0203,0.0716,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1.0,1e-06,1e-06,4.0,1074.0,306.0,4,Good (670-739),734
20.74,23604.8006,5734.0,32.5135,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1e-06,1e-06,1e-06,1e-06,1080.0,1079.0,3,Fair (580-669),665
17.25,6926.7593,342.9986,5.992,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1e-06,1e-06,1e-06,1e-06,2034.0,2034.0,3,Fair (580-669),661
8.26,20.9998,1.0981,0.0727,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,2.0,1e-06,1e-06,3.0,1070.0,576.0,3,Fair (580-669),596
1.82,46.8525,23.538,0.679,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1e-06,1e-06,1e-06,1e-06,1150.0,1150.0,4,Good (670-739),735
1.67,0.0261,0.0208,0.0017,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1e-06,1e-06,1e-06,1e-06,286.0,286.0,4,Good (670-739),697
6.37,102.451,47.0,0.3739,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1e-06,1e-06,1e-06,1e-06,1320.0,1e-06,2,Very Good (740-799),789
7.0,0.0448,0.0448,0.0016,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1e-06,1e-06,1e-06,1e-06,139.0,127.0,4,Good (670-739),684
0.77,0.2471,0.0927,0.0092,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1e-06,1e-06,1e-06,1e-06,1075.0,1075.0,4,Good (670-739),728
123.0,30490.6109,3761.0,27.5435,1e-06,3.4053,0.2353,4090235.42,681705.9033333333,6323.4114,119.0,-0.0165,3.0,1.0,1e-06,277.0,272.0,272.0,1,Poor (300-579),307
5.26,41.4374,16.9,0.2918,1e-06,2.1404,0.3791,41293.89,8258.778,198.5474,25.0,-0.0242,2.0,1.0,1e-06,4.0,830.0,689.0,1,Poor (300-579),497
1.11,62.1996,32.5,2.0064,1e-06,2.6563,0.3133,6014.23,3007.115,35.8566,3.0,-0.0044,1.0,1.0,1e-06,2.0,870.0,9.0,1,Poor (300-579),398
4.37,28.7615,3.5676,0.1155,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1e-06,1e-06,1e-06,1e-06,1743.0,1550.0,4,Good (670-739),684
62.67,305.5727,22.11,0.8127,1e-06,1.2548,0.604,47553.39,15851.13,0.2928,3.0,-0.0016,1.0,1.0,1e-06,4.0,197.0,188.0,1,Poor (300-579),519
38.86,659.255,86.94,0.7711,1e-06,1.7037,0.4804,96808.08,12101.01,4.6623,102.0,0.0168,1.0,1.0,1e-06,7.0,661.0,616.0,1,Poor (300-579),572
20.48,205.9185,16.735,0.4022,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,3.0,1e-06,1e-06,10.0,751.0,43.0,3,Fair (580-669),618
7.5,26.7964,11.2845,0.2977,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1e-06,1e-06,1e-06,1e-06,379.0,379.0,4,Good (670-739),712
7.0,0.2548,0.1278,0.0364,1e-06,1.5177,0.5459,185.25,92.625,21.0991,1.0,-0.0191,1.0,1.0,1e-06,1.0,7.0,7.0,2,Very Good (740-799),794
1.91,1.1142,0.201,0.0106,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1e-06,1e-06,1e-06,1e-06,1688.0,1676.0,4,Good (670-739),685
9.96,23895.4969,1250.0,22.8446,1e-06,999999.0,1e-06,0.0,0.0,1e-06,19.0,0.0,2.0,1e-06,1e-06,9.0,3204.0,3124.0,0,Exceptional (800-850),801
1.31,3.7616,0.3611,0.0327,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1e-06,1e-06,1e-06,1e-06,2684.0,1665.0,4,Good (670-739),672
6.4,0.0386,0.0208,0.0012,1e-06,1.0,1e-06,0.0,0.0,1e-06,2.0,0.0,1.0,1e-06,1e-06,1e-06,155.0,153.0,4,Good (670-739),685
1.29,0.1122,0.05,0.0042,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1.0,1e-06,1e-06,1e-06,657.0,1e-06,2,Very Good (740-799),777
2.9,1.5907,0.291,0.0177,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1e-06,1e-06,1e-06,1e-06,934.0,914.0,4,Good (670-739),733
12.81,619.215,137.5,3.0206,1e-06,1.0,1e-06,0.0,0.0,1e-06,2.0,0.0,2.0,1e-06,1e-06,1.0,477.0,477.0,3,Fair (580-669),642
19.89,530.0833,75.0,1.4807,1e-06,1.113,1e-06,217963.89,72654.63,301.7971,5.0,0.0,3.0,1.0,1e-06,5.0,541.0,461.0,1,Poor (300-579),369
4.13,12.6265,1.324,0.1018,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1e-06,1e-06,1e-06,1e-06,912.0,911.0,4,Good (670-739),735
0.31,2.2365,0.7115,0.0799,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1e-06,1e-06,1e-06,1e-06,2717.0,1387.0,4,Good (670-739),671
63.67,9355.3767,1994.0,4.4528,1e-06,999999.0,1e-06,0.0,0.0,1e-06,1e-06,0.0424,2.0,1e-06,1e-06,1e-06,999.0,999.0,0,Exceptional (800-850),844
6.0,1.3718,0.8,0.0254,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1e-06,1e-06,1e-06,1e-06,293.0,165.0,4,Good (670-739),698
111.0,75038.3568,10000.0,169.0053,1e-06,2.6794,0.3088,33328477.37,5554746.2283333335,1.4306,41.0,0.0162,3.0,1.0,1e-06,1e-06,114.0,106.0,1,Poor (300-579),301
12.0,2.005,1.0,0.1671,1e-06,2.6409,0.2966,40.09,13.363333333333337,1.9054,1.0,-0.02,2.0,1.0,1e-06,1.0,45.0,8.0,2,Very Good (740-799),793
14.16,15.7174,4.0,0.0347,1e-06,1.2159,1.3616,62010.1,15502.525,501.0512,3.0,-0.0752,2.0,1.0,1e-06,3.0,982.0,583.0,1,Poor (300-579),575
140.17,166.0906,55.0485,0.1975,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1e-06,1e-06,1e-06,1e-06,175.0,45.0,2,Very Good (740-799),790
3.0,0.126,0.126,0.0105,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1e-06,1e-06,1e-06,1e-06,119.0,119.0,4,Good (670-739),683
7.11,0.0192,0.0101,0.0003,1e-06,999999.0,1e-06,0.0,0.0,1e-06,1e-06,0.0422,1.0,1e-06,1e-06,1e-06,290.0,289.0,0,Exceptional (800-850),819
2.0,1.4308,0.75,0.1022,1e-06,1.4525,0.4502,274.72,137.36,20.0966,1.0,-0.0218,1.0,1.0,1e-06,2.0,226.0,226.0,1,Poor (300-579),378
267.9,1322.0637,100.0,0.1702,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1.0,1e-06,1e-06,21.0,875.0,871.0,3,Fair (580-669),650
5.22,1.0,1.0,0.0213,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1.0,1e-06,1e-06,1e-06,287.0,287.0,4,Good (670-739),698
6.28,30125.9979,10000.0,73.8382,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1e-06,1e-06,1e-06,1e-06,1972.0,1212.0,3,Fair (580-669),664
3.29,4.5209,1.0,0.0655,1e-06,1.0,1e-06,0.0,0.0,1e-06,3.0,0.0,1.0,1e-06,1e-06,1e-06,636.0,357.0,4,Good (670-739),724
3.07,5.4998,0.5,0.0436,1e-06,999999.0,1e-06,0.0,0.0,1e-06,1.0,0.0181,2.0,1e-06,1e-06,1e-06,1254.0,1254.0,0,Exceptional (800-850),823
9.77,8.4867,0.595,0.0181,1e-06,1.009,0.8355,33.79,6.758,33.79,2.0,-0.0152,2.0,1.0,1e-06,1e-06,1459.0,1428.0,3,Fair (580-669),668
22.0,0.0342,0.012,0.0016,1e-06,2.7275,0.3054,3.01,1.0033333333333332,0.1062,1.0,-0.0037,2.0,1.0,1e-06,3.0,9.0,9.0,2,Very Good (740-799),792
5.35,17.8934,2.1665,0.0644,1e-06,1.0,1e-06,0.0,0.0,1e-06,2.0,0.0,2.0,1e-06,1e-06,2.0,1597.0,1424.0,3,Fair (580-669),584
12.0,0.0251,0.016,0.0021,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1e-06,1e-06,1e-06,1e-06,34.0,34.0,2,Very Good (740-799),745
4.18,24.0598,8.65,0.2615,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1e-06,1e-06,1e-06,1e-06,683.0,528.0,4,Good (670-739),731
26.68,185.235,18.5695,0.3156,1e-06,1.0,1e-06,0.0,0.0,1e-06,20.0,0.0,1.0,1e-06,1e-06,9.0,682.0,614.0,3,Fair (580-669),617
2.76,14.962,6.37,0.1644,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1e-06,1e-06,1e-06,1e-06,993.0,833.0,4,Good (670-739),735
0.89,0.0016,0.0006,0.0001,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1e-06,1e-06,1e-06,1e-06,540.0,1e-06,2,Very Good (740-799),774
2.12,0.2836,0.1258,0.0056,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1.0,1e-06,1e-06,1e-06,731.0,17.0,2,Very Good (740-799),778
136.31,176.5485,26.5786,0.0996,1e-06,2662.5807,0.0003,0.01,0.005,1e-06,38.0,0.0422,1.0,1.0,1e-06,4.0,384.0,305.0,3,Fair (580-669),609
4.0,2984.6407,1500.1219,746.1602,1e-06,1.6418,0.5069,2002627.17,1001313.585,0.9806,1.0,-0.0181,1.0,1.0,1e-06,1e-06,7.0,7.0,1,Poor (300-579),317
0.84,0.1134,0.0186,0.0026,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1e-06,1e-06,1e-06,1e-06,1549.0,1549.0,4,Good (670-739),697
4.11,12.7056,2.5,0.0882,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1.0,1e-06,1e-06,3.0,1080.0,998.0,4,Good (670-739),733
0.96,3.8387,1.3084,0.1669,1e-06,999999.0,1e-06,0.0,0.0,1e-06,1e-06,0.0422,2.0,1e-06,1e-06,1e-06,720.0,18.0,0,Exceptional (800-850),828
25.67,5.7692,1.0,0.0749,1e-06,1.3614,0.5927,18051.16,6017.053333333333,81.6942,4.0,-0.0125,1.0,1.0,1e-06,19.0,87.0,87.0,1,Poor (300-579),440
5.78,32.9901,19.14,0.2115,1e-06,999999.0,1e-06,0.0,0.0,1e-06,2.0,0.0336,1.0,1e-06,1e-06,8.0,831.0,508.0,0,Exceptional (800-850),832
8.27,234.7936,13.5,0.3463,1e-06,999999.0,1e-06,0.0,0.0,1e-06,8.0,0.0181,1.0,1e-06,1e-06,7.0,2501.0,2450.0,0,Exceptional (800-850),815
1.71,76.1966,35.0,0.5183,1e-06,999999.0,1e-06,0.0,0.0,1e-06,1e-06,0.0422,1.0,1e-06,1e-06,1.0,2606.0,1800.0,0,Exceptional (800-850),803
23.71,733.3702,95.7879,0.4909,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1e-06,1e-06,1e-06,1e-06,1918.0,1898.0,3,Fair (580-669),643
6.93,3.4942,1.0961,0.036,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1.0,1e-06,1e-06,4.0,434.0,225.0,4,Good (670-739),712
1.83,26.1955,5.0034,0.3046,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1e-06,1e-06,1e-06,1e-06,1438.0,1438.0,4,Good (670-739),713
3.0,0.0361,0.0361,0.004,1e-06,999999.0,1e-06,0.0,0.0,1e-06,1e-06,0.0381,1.0,1e-06,1e-06,1e-06,93.0,67.0,0,Exceptional (800-850),814
0.13,0.0183,0.0183,0.0031,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1e-06,1e-06,1e-06,1e-06,1397.0,198.0,4,Good (670-739),712
4.2,0.2801,0.25,0.0133,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1e-06,1e-06,1e-06,1e-06,145.0,1e-06,2,Very Good (740-799),768
2.75,9.1926,3.0445,0.0657,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1e-06,1e-06,1e-06,1e-06,1559.0,1548.0,4,Good (670-739),698
12.93,127.1843,15.78,0.6556,1e-06,1.2535,0.5998,20498.13,5124.5325,71.1889,30.0,-0.0361,1.0,1.0,1e-06,6.0,445.0,192.0,1,Poor (300-579),449
1.67,0.2261,0.0427,0.0075,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1e-06,1e-06,1e-06,1e-06,566.0,120.0,4,Good (670-739),720
7.48,56.9863,10.0,0.1657,1e-06,1.5832,0.4642,26261.46,6565.365,3122.6468,9.0,-0.0307,1.0,1.0,1e-06,1e-06,1398.0,1393.0,1,Poor (300-579),462
9.63,2.8243,0.807,0.0154,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,3.0,1e-06,1e-06,4.0,573.0,543.0,3,Fair (580-669),589
47.5,611.2469,18.0007,0.4949,1e-06,1.2653,7.5193,35129.53,5018.504285714285,0.6647,21.0,-0.5318,5.0,1.0,1e-06,34.0,801.0,801.0,1,Poor (300-579),576
4.97,20.1895,1.3495,0.1068,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1e-06,1e-06,1e-06,1e-06,1150.0,1127.0,4,Good (670-739),730
2.13,0.9717,0.2377,0.0117,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1e-06,1e-06,1e-06,1e-06,1177.0,895.0,4,Good (670-739),724
1.73,7.868,1.0991,0.1009,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1e-06,1e-06,1e-06,1e-06,1363.0,1362.0,4,Good (670-739),716
0.18,1.7275,0.8328,0.108,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1e-06,1e-06,1e-06,1e-06,2662.0,1647.0,4,Good (670-739),672
97.38,838.3853,276.0,0.6622,1e-06,999999.0,1e-06,0.0,0.0,1e-06,5.0,0.0444,2.0,1e-06,1e-06,23.0,401.0,181.0,0,Exceptional (800-850),845
18.38,1351.0307,80.0,1.5637,1e-06,1.0,1e-06,0.0,0.0,1e-06,10.0,0.0,3.0,1e-06,1e-06,4.0,1440.0,1429.0,3,Fair (580-669),650
2.12,16.5486,3.7962,0.1391,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1e-06,1e-06,1e-06,1e-06,1715.0,1095.0,4,Good (670-739),684
2.14,11.2731,3.6098,0.0924,1e-06,1.0,1e-06,0.0,0.0,1e-06,5.0,0.0,1.0,1e-06,1e-06,1e-06,1727.0,1576.0,4,Good (670-739),684
3.55,16.3121,6.3419,0.4183,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1e-06,1e-06,1e-06,1e-06,330.0,317.0,4,Good (670-739),705
1.37,0.1704,0.052,0.0066,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1e-06,1e-06,1e-06,1e-06,567.0,489.0,4,Good (670-739),720
2.0,0.0223,0.015,0.0019,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1e-06,1e-06,1e-06,1e-06,196.0,175.0,4,Good (670-739),689
30.52,35.578,1.62,0.0466,1e-06,999999.0,1e-06,0.0,0.0,1e-06,1e-06,0.0504,1.0,1e-06,1e-06,96.0,760.0,760.0,0,Exceptional (800-850),832
0.88,33.3372,10.8075,0.4386,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1e-06,1e-06,1e-06,1e-06,2633.0,1661.0,4,Good (670-739),674
58.89,200459.0617,2500.0,61.8892,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1e-06,1e-06,1e-06,1e-06,1669.0,1413.0,3,Fair (580-669),580
5.52,28.3369,6.1032,0.2053,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1e-06,1e-06,1e-06,1e-06,770.0,770.0,4,Good (670-739),735
150.85,29.7059,2.997,0.0151,1e-06,1.0,1e-06,0.0,0.0,1e-06,8.0,0.0,1.0,1e-06,1e-06,74.0,402.0,402.0,3,Fair (580-669),600
1.4,60.6973,10.0,0.4817,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,2.0,1e-06,1e-06,1e-06,2736.0,1464.0,3,Fair (580-669),581
3.15,66.8595,20.393,0.3538,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1e-06,1e-06,1e-06,1e-06,1824.0,1663.0,4,Good (670-739),683
0.88,38.8636,19.0,1.6897,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1.0,1e-06,1e-06,1e-06,790.0,1e-06,2,Very Good (740-799),788
47.0,1.7436,0.8354,0.0371,1e-06,235.7464,0.0232,55.09,27.545,13.2428,2.0,0.0165,1.0,1.0,1e-06,1e-06,10.0,10.0,2,Very Good (740-799),793
6.02,17.6332,6.0,0.061,1e-06,1.0,1e-06,0.0,0.0,1e-06,3.0,0.0,2.0,1e-06,1e-06,36.0,1464.0,1464.0,3,Fair (580-669),586
100.63,29350.5795,1143.592,5.9523,1e-06,1.0,1e-06,0.0,0.0,1e-06,42.0,0.0,2.0,1e-06,1e-06,58.0,1504.0,1477.0,3,Fair (580-669),666
4.4,48.3645,3.7258,0.1832,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1e-06,1e-06,1e-06,1e-06,1841.0,1841.0,4,Good (670-739),682
4.07,269.9839,71.5426,0.9747,1e-06,1.1607,0.6342,35476.37,8869.0925,30.1378,52.0,-0.0422,1.0,1.0,1e-06,2.0,2067.0,1636.0,1,Poor (300-579),494
15.95,10.4374,0.63,0.0156,1e-06,999999.0,1e-06,0.0,0.0,1e-06,1e-06,0.0069,5.0,1e-06,1.0,1.0,1280.0,1211.0,0,Exceptional (800-850),823
49.18,37.0307,10.0,0.0684,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,2.0,1e-06,1e-06,10.0,341.0,339.0,3,Fair (580-669),602
4.17,0.067,0.0439,0.0027,1e-06,999999.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1.0,1e-06,1e-06,3.0,192.0,122.0,0,Exceptional (800-850),816
11.0,0.0182,0.0182,0.0017,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1e-06,1e-06,1e-06,1e-06,43.0,41.0,2,Very Good (740-799),747
4.0,0.0106,0.0105,0.0026,1e-06,999999.0,1e-06,0.0,0.0,1e-06,1e-06,0.0504,1.0,1e-06,1e-06,1e-06,13.0,8.0,0,Exceptional (800-850),809
8.75,0.1409,0.0756,0.002,1e-06,8.1291,0.1019,0.0,0.0,1e-06,1.0,0.0175,2.0,1.0,1e-06,3.0,261.0,10.0,2,Very Good (740-799),770
5.14,12.9932,5.0,0.3609,1e-06,1.1548,0.7167,13426.74,4475.58,4.5681,3.0,-0.0321,1.0,1.0,1e-06,2.0,228.0,227.0,1,Poor (300-579),430
34.0,11.9421,7.0,0.3512,1e-06,1.5228,1e-06,18717.27,18717.27,96.6003,2.0,0.0,1.0,1.0,1e-06,3.0,46.0,40.0,1,Poor (300-579),434
1.16,2.8226,0.524,0.0495,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1.0,1e-06,1.0,1e-06,1507.0,1496.0,4,Good (670-739),702
